0,1,2,3,4,5,6,7
-0.847796042024245,-0.3328889501751932,-0.4857707232453973,-0.46451365507754083,-0.0566234271221289,-0.14349225648710662,-0.015053475281743679,-0.8277312872283271
-0.8684053667908,-0.3504105398405087,-0.32264158838132534,-0.8875378242957833,0.3795184561382266,-0.3381884499836998,-0.013755554783335885,-0.8562689210135125
-0.8895273124788328,-0.3182860951270198,-0.3972773508083084,-0.13439547278835934,-0.34037937367183085,0.08554217875210855,0.19282508844993307,-0.8000969326167737
-0.9435664921815057,-0.27695684283784355,-0.48498276122378525,0.5095564684816941,-1.019880137099561,0.3995613697529834,0.21657904970301978,-0.7193474967245168
-0.8376272600903563,-0.26126555867906304,-0.7270043163052722,0.44067508789034726,-1.0011420659942358,0.25413130808772955,0.02695847530242807,-0.7182427775189777
-0.9026391569889161,-0.3031831683529943,-0.6163943797854026,0.6556722570734155,-1.1823025163856564,0.43649195907133215,0.16065376181057422,-0.6766442660065425
-0.3078867880408421,-0.1679203981732341,-0.7636590713515812,2.545743710996097,0.2945068433840506,-1.1915013260633822,-0.09685716023212507,-1.1766286690802426
-0.4814625258904991,-0.010478764873108502,-0.5912604814794021,0.7553123244381409,-1.08959581319127,0.40422597323498355,0.8425544389355432,-1.0799954016620315
-0.5031667710573111,-0.17693620534056181,-0.6776111985213789,0.7719763795616066,-1.1155507882192721,0.40820416921899183,0.7083409819490303,-1.0996639179347054
-0.3239715764158397,-0.18232412680371596,-0.720016766227635,0.10341440602823201,-0.4183587668587243,0.05128555045871156,0.543047020260825,-0.8797556019850422
-1.025271905782916,-0.32673616628084157,-0.3999705765485873,0.6335065826399202,-1.2058345330646014,0.5013821901642745,0.09253491439731532,-0.5168693595725969
-0.12899487558285724,-0.038334793260475085,-1.1401359247463532,0.6437359608768778,-1.0570708128605733,0.13711486969350384,0.3022838970991638,-0.6170649423526133
-0.8694439783307806,-0.2870028158973287,-0.30942828520685456,-0.961880257601454,0.4278893517665724,-0.4029461819749378,-0.048257264189039674,-0.7605220808121892
-0.3144487451463079,-0.136624317081645,-0.6643548382548716,0.1608875880838699,-0.4041062847800378,0.1474454779406623,0.715361947179591,-0.6644804686000179
-0.25520481406997925,0.0045128995378596335,-1.2105288079010872,0.814812624692446,-1.311900208250369,0.18876436626734944,0.17689781262718782,-0.7977728866247109
-0.8863082981246427,-0.27496131548847275,-0.35898737730497604,-0.2678631845806044,-0.2252735821286728,-0.0029494054429774156,0.16730878444896669,-0.7801129034566315
-0.8675057521133237,-0.3356654672910024,-0.4877647201925569,-0.5207666654348134,-0.0219032545078038,-0.19348042423192813,-0.07948370442305662,-0.748728883949042
-0.44316477365043444,-0.13771252776977466,-0.8063092496210927,0.6525301450611399,-1.0637183790132547,0.2607165136167136,0.5065128393124498,-1.187845358993347
-0.8213459048017604,-0.3157806237017258,-0.586082892972068,-0.45200762995143673,-0.09244597183480388,-0.19079065538178594,-0.09502726177905427,-0.7411605377591578
