a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28,a_29,a_30,a_31,a_32,a_33,a_34,a_35,a_36,a_37,a_38,a_39,a_40,a_41,a_42,a_43,a_44,a_45,a_46,a_47,a_48,a_49,a_50,a_51,a_52,a_53,a_54,a_55,a_56,a_57,a_58,a_59,a_60,a_61,a_62,a_63,a_64,a_65,a_66,a_67,a_68,a_69,a_70,a_71,a_72,a_73,a_74,a_75,a_76,a_77,a_78,a_79,a_80,a_81,a_82,a_83,a_84,a_85,a_86,a_87,a_88,a_89,a_90,a_91,a_92,a_93,a_94,a_95,a_96,a_97,a_98,a_99
1.0,0.10600650008619988,-0.007636519053155879,0.0626741678238756,-0.020748211022140764,0.0588147862858505,0.08482801697492554,-0.0996467801216421,-0.16780454268342793,-0.005422514420143107,0.010541139402698414,0.1304135108732011,0.13739127469009396,-0.14131283743164755,-0.02900772063313282,0.12113131241821581,-0.07405121408944507,-0.1288908135209067,0.12807763326546276,0.01944954108771592,0.1409134727576619,-0.049342174415094094,-0.06740353159809402,-0.026529829608974,-0.022430525231777663,0.07932078687757117,0.0518977011794612,0.16973357450829082,0.03745679685716701,0.1834412738688191,-0.07415974925140177,0.13670320772149913,-0.09337816120375066,-0.03306275014587325,-0.1939520987501567,0.1417356868649858,0.0028757587328670734,-0.14202511416715785,0.035905491069914884,0.18581751978248293,-0.07227795647180364,-0.07684321214994477,-0.1120627548150222,0.13621700625633548,0.017932963764954037,0.034321145074833796,-0.0070161106884631145,-0.06997391655987172,-0.04093132231578753,-0.11420036356283211,0.06262639686161263,-0.01878282108422102,0.03265976721590187,-0.1745924868359893,-0.2542092573548299,-0.05047041227644661,0.09820196098408433,0.016535938757035615,-0.016637012294262316,0.1268660351474108,0.03145596393381849,-0.09726592497887583,0.08517060547718355,0.016145939452919884,-0.02730897207810407,-0.13759211412837913,0.2119209509585422,0.18374401894443645,0.06602935824267923,-0.10219933762769669,-0.08768913757544991,-0.032400724239076965,0.022531135873520992,-0.022720360719505162,-0.02877844875753907,0.02948430903037013,-0.06665893091795012,0.14976638472201115,0.012036023987689723,0.07537305440659216,-0.012746673807957555,0.04110480888329836,0.0269710449979545,-0.1065716953352749,0.024601259138975415,0.16644704229812624,0.03521966346479026,-0.03946840368836348,-0.032185511999192395,-0.02817606889770172,0.09158794038196535,-0.14102446562650536,-0.011221793305398327,0.004223326747174014,-0.021527051624905116,-0.19068812643944608,-0.03221400345732846,-0.052522407982252786,0.17181822445331082,-0.012376590131468688
0.10600650008619988,1.0,0.10225498158882325,0.034645333079356175,0.12296853539787027,0.029123087211074237,-0.06588372947902756,0.10612627587910682,-0.09749736465107647,-0.034465114086890354,0.05975051468416857,0.13252582432573962,0.07979149669830814,-0.0769022279958396,-0.015386319932931106,-0.21083298288221117,0.01777824453962105,0.012206944405219494,0.05986375894446001,-0.21250277564198608,-0.13473788190891833,0.03542074479081728,-0.020120914049844354,-0.08860433498650941,0.059735389741228266,0.12982391090245615,-0.037277031499899166,0.04245035437294224,-0.024516959920877254,-0.05078293151972013,-0.16778340862776894,0.26961391938643053,-0.064122209949919,0.0813482269049655,-0.020124564524049787,0.12258702110259424,0.020055171114079742,-0.0665892420733777,0.20390927944422055,-0.036351132645917716,0.020259646548269724,-0.015109495575925256,-0.01596339558145164,-0.025442698045058987,0.09810460306163862,-0.00863033836583689,-0.05570001514033141,0.06121017715920258,-0.06352162841151449,-0.015567452252792392,0.02926870814668588,-0.017296672299404327,-0.0310416552556432,-0.19609183365944732,-0.056182395124891184,-0.056961971104563566,0.07065416157739311,0.04183354499622182,0.11436195038316173,0.16790509073051127,-0.016059441065639776,0.09878072972079303,0.08956028098442365,0.17750196353701078,-0.025004700461101,-0.083717976619375,0.15765980876712063,-0.022002704660351934,-0.0019411980125222555,0.07292048001375165,-0.032947583960052686,-0.019155226857524115,-0.07189636473270132,-0.16334888100260875,0.09512927556609814,0.113865718012621,-0.017111635485020784,-0.10148721264213979,0.0653839175841605,0.01569265392338766,0.2944469221908408,-0.03179193296125212,-0.047190361687733856,0.1417288252388797,0.1350970375276137,-0.03182311743134946,-0.03860143238669545,0.020970658031969572,0.1609785022550456,-0.0021265489269451064,0.042380566558806426,0.07066692565140772,-0.055171316698768666,0.001303966431885041,-0.08843438104362711,-0.05841208040292267,0.046648812257772725,-0.11003107630677292,0.023615003599531604,-0.06199569489166352
-0.007636519053155879,0.10225498158882325,1.0,0.12990976197079915,-0.11166976662695781,0.1653021006494344,-0.01759168997755802,-0.030840484946617997,0.07746904331279114,0.005636500606570491,0.011394467334475376,-0.06044164767586007,-0.03651982621970441,-0.11207004836679643,0.011890556893185314,0.05247963623899425,0.08961336974115804,-0.04993068440995363,-0.02153697880828795,-0.07090351593926925,0.13955271398433317,0.060334423060061884,-0.0028205280933292698,0.0989542558442625,0.07184455147305137,0.032089740654227414,0.13163713887261919,0.11770312896788637,-7.223297618787558e-05,-0.12193544388786273,-0.044216481612604205,0.07788760112849617,-0.040473313110206695,-0.08987604486282359,0.09702828869967946,0.07312592698444705,-0.10984722619260408,-0.16559320650434306,-0.14769125582936476,-0.025437179442765388,-0.0006101761169710631,0.16794845316286638,-0.027281125509217435,0.05212892586288186,0.16948210379051212,0.25191842707850015,-0.0007210842168977504,0.04590922189838921,0.11570941841374983,-0.16771529981582267,-0.09807004837194604,-0.023834860693269785,0.10840344002967085,0.01957214504733258,0.03299490305213147,0.11614471223525846,0.16315792696812487,-0.10767634159402227,-0.020950777226972687,-0.08005958007461571,0.0029448285024995012,-0.10901001437604775,0.03050032261794912,-0.0845825280735381,-0.028047695506013253,-0.3005755036372996,-0.024026558709109518,0.05187129285541964,0.09288625875332707,-0.006434748195517674,-0.013472406249029163,-0.019556798956848247,0.012103507366212936,-0.1390518859375325,0.06429697197568987,0.15108332317507225,0.04189856352067642,-0.19370552031650892,-0.13387322974617485,0.0559667076842201,-0.05720093421972676,0.028406739970139906,-0.04541680413230186,0.1794743067435075,-0.06803429790684613,0.11842133364072994,-0.01919949221671102,-0.07673022997698038,-0.2030725632168543,0.08504014524875486,-0.049085206137852506,0.019140037302962664,0.0865324336639097,-0.14516698858994073,-0.020900022672665754,-0.13449657503838425,-0.051907591084332905,0.3030306333044969,0.14844433117738992,-0.052577224387749935
0.0626741678238756,0.034645333079356175,0.12990976197079915,1.0,0.061654197573472104,0.11000402028626399,0.03399350958697872,0.022983453604851878,-0.034055549701682314,-0.014565589188087518,-0.03322482211640699,0.04721951230431094,0.2948943070700459,-0.06736334827860342,-0.007458773342026353,0.11297848344264413,0.08669794991150225,-0.04912579181265009,-0.08321892635751188,-0.18830238219709766,0.08841873816461193,-0.0033721077942264733,0.003907638557805984,-0.01162296543934073,0.01845237332358898,0.14492720246247082,-0.012121980810363552,0.09428155857164496,0.009434812473069897,-0.029172631149279295,-0.010008966944528328,0.06524016367592662,0.21581113933507398,0.029481744662908742,-0.09177055456299431,0.2731845759551318,-0.031190756366682476,0.0019524490067863976,-0.01668093913888172,0.19671856753305733,-0.0536194417827798,0.011273126701138725,-0.19105590425497118,0.018452985584183162,0.20386262582220774,-0.04382593693080444,0.06510343396612236,0.03699114191477201,0.07046640482476191,0.0150290126127125,-0.1400115319984115,-0.009847610681925004,0.03365891866166837,-0.014003721259013724,0.06391049864791644,-0.04258643107836399,-0.21563860076791927,-0.08589463112406734,0.014043567490075232,0.016105681601888824,-0.14622066989765015,0.05597728165457673,0.05215444757741186,-0.0937388949075103,-0.03626184941829481,-0.10135609239739832,-0.010309899421224117,-0.03053282842399409,-0.0398399651256425,0.2001961258328163,-0.0715772870973587,0.04772901222346082,0.03619127056876703,-0.07813545700658195,0.0545387689232907,0.04501313719854687,-0.09549703998604639,0.032342487483412154,0.014991650431015566,-0.23137813423118378,-0.14581831697166941,-0.01041917617536806,-0.06109320930771248,0.04421606556281208,-0.10030539332250028,0.08025354644949978,-0.09725736905240745,-0.16107412745418062,0.13105151205683346,0.15493950901076944,-0.03394850460589636,-0.09199256890524325,0.19846614827691691,0.035895085147367486,-0.020119917261915636,-0.12877161524302,-0.1304707656234191,0.03818215730984324,0.0025358516388619087,-0.14497099955017506
-0.020748211022140764,0.12296853539787027,-0.11166976662695781,0.061654197573472104,1.0,0.06572684626962914,-0.05430928940682645,-0.006085144614829405,-0.09215377361677565,-0.039255566414451715,0.021012528755081656,0.0015821167288198456,0.027285488295621673,-0.09945598549286724,0.1362365085383847,-0.13570156201273978,0.10232989435336304,-0.015613992523378424,0.08688668239023514,-0.018740136996147034,0.07580328795781145,0.3558186082826328,-0.04316113661260644,0.013845879594782768,-0.028178010385122885,-0.06519347972600995,0.030332526310702688,-0.18266285228584292,0.1218463512558375,0.13323847393424076,0.020756482246126823,0.16670035873153596,0.0015758688766743596,0.10321318162919836,-0.12711272920257202,0.05839980491237094,0.13843751732521817,0.1495780137484102,0.1218468868258196,0.12891229109980798,0.012539945247443578,0.07964028560797395,-0.1347540544721776,-0.2027563387922876,-0.0652351949126231,-0.16091129274816326,0.12900083046605654,0.04351191770799598,-0.049859733288129135,0.06961565387516921,0.0016117665433678626,0.021207768739358843,-0.08381941340940109,0.008598751251058082,-0.17714061387363042,-0.08567165615048233,0.033369591477799804,-0.04819584955807821,0.10329646492751303,-0.1549439441297311,-0.04312646834681083,-0.006594868243395117,-0.01392963740502073,0.19471630178559796,0.022843004712854498,0.1077855824520276,-0.03774847825084591,-0.13626364137591007,0.09756528575994632,0.2084711715513439,-0.15373933761443329,0.049859075511689596,0.029953851190598513,-0.04756347554207896,0.051739310192685704,0.028481596900728462,0.08863372890280519,-0.08560614997493902,0.11311096682333377,0.00689085940215036,-0.02144190135729782,-0.11222299570942335,-0.040656767416169935,-0.03041710790999658,0.08479616639859752,-0.04051602448230972,0.09162784954372127,0.07177221310301461,-0.04743569835933723,0.029109310122727883,-0.13165793027895062,0.09554764673377565,-0.059503181538230275,0.052781791489025016,-0.15825505502777024,-0.14823260191964163,-0.11865045048606578,-0.12090245576072459,-0.07204455549352301,-0.15671951587687688
0.0588147862858505,0.029123087211074237,0.1653021006494344,0.11000402028626399,0.06572684626962914,1.0,-0.09268943999937758,-0.07893878151213655,0.057327010181989956,-0.12347827869857364,0.07018908890521275,-0.12351479355329617,0.04955765105353366,-0.029307431566146635,-0.04368488800524119,-0.05426601506141481,0.1095153252366135,-0.07410800317066679,0.04609416940362173,-0.2218322873765697,0.08038786368374062,-0.062340042814410176,0.12404477992515135,-0.016109986536097767,-0.07274072990848852,0.0070600795804791295,0.17494852660479918,-0.013865205563710868,0.3074593131576735,-0.05757998527563098,-0.047501947021817245,0.18194662872745054,0.09431620024677109,0.19308304966599393,-0.0432127849541995,0.07962554113411853,0.01742127061619944,-0.0534991852308809,-0.09713453228888516,-0.00738829199719624,-0.17723460594046073,-0.08955492532453778,-0.1208246110792624,0.04797275138078013,0.08022563896771624,-0.010493905358063705,-0.16036783817615052,-0.009263122703225983,0.016483703860410218,0.15974805570536058,-0.18897510507783832,0.15588497261100145,-0.1723777235656604,0.18293271268814273,-0.02837339360778886,-0.015307464101047876,-0.2802646227438229,-0.044072881738349855,0.19893645909673283,0.05546700087793545,-0.1484003893773263,0.024990305506966803,0.09487287468397364,0.1344559114628908,-0.23963322697296888,-0.08395827150782087,0.034772763239403565,0.13642889393497962,-0.13467512187246378,-0.020901409297740956,-0.030033727066258835,0.04080712726834144,0.008723243792693508,-0.1432505668655069,0.24202773715285517,0.0019870332609940736,-0.042004302576294505,-0.09720926971598011,0.0809847771985869,0.08108441855851652,0.11743674783660601,-0.08254327193594313,0.16033582444165484,-0.023077102205820123,-0.0678427811492702,0.08557522675631353,0.1703198424041169,-0.15973505381852174,0.06858319341612044,0.03225325023674478,-0.0134181921770401,-0.1316468350764434,0.07348841711244715,-0.07706578593650061,-0.030586412271187764,-0.07355529399507311,0.10768910983578837,-0.02421868554271443,0.17584426124251873,-0.04198958771221274
0.08482801697492554,-0.06588372947902756,-0.01759168997755802,0.03399350958697872,-0.05430928940682645,-0.09268943999937758,1.0,0.13286158388919267,-0.08736967869239251,-0.04527189722948136,-0.20171176548610137,-0.08891716598862427,-0.019730202451825565,-0.047954061897945655,-0.11169043668088935,0.0017915213919923955,-0.049835859939511125,0.09321078774526835,-0.0011434825115655487,0.16692109437441016,0.058669448639379174,-0.09100729962590645,-0.1353469678798738,0.05662833321765423,-0.10990208531740145,-0.010640988602490862,-0.08804989937598728,0.058589748277502414,0.08536379565168895,-0.045401925506776616,0.033359556738420844,-0.10751347724224111,0.0394141610148658,-0.11298001203773576,-0.1403737157229433,0.029791257868259077,0.2298211290514257,0.0028260610375493997,-0.002196860396115588,-0.12841486067498517,0.013225389527302329,0.23263264887029766,0.21087896863561967,0.010334475127709257,0.12862627402833587,-0.09809391570350752,0.24806318835165186,-0.13282711662095664,-0.18993563841279326,-0.10127679912284206,-0.031875102421493044,-0.04341364636153637,-0.017033417574293074,-0.057429632463493946,0.05443953648232785,-0.04536165804948547,-0.021266695173689662,-0.13182952669277975,-0.0908288044885717,0.026474052819076218,0.21751398644361694,-0.13457874386359173,0.08507389388258073,0.05372049625675791,0.0017072428654518427,0.0057682962298062895,-0.13196121922603096,-0.06218822798164976,-0.07735732427532163,0.028081449988111122,-0.05984465195696986,0.013972256464256148,0.09763092032448888,-0.06370875201502037,0.002078970922365789,0.14474808700061426,0.04173255502794443,-0.07831515779091601,0.0068815841280648665,0.057455832406658996,0.058002007264618814,-0.07424722407586616,0.00947527760932696,-0.0761225347232268,-0.06994189739688134,-0.01845724471325667,-0.16890659771291483,0.0014966069257923082,0.009648192355446113,0.02265366548033979,-0.11279575418275256,-0.16436948242613603,0.17225377670899145,0.1427082668706915,0.10089808707095953,0.009205503334581557,-0.1354999243076028,0.02972215273780475,-0.022289237708534335,0.10615647267966513
-0.0996467801216421,0.10612627587910682,-0.030840484946617997,0.022983453604851878,-0.006085144614829405,-0.07893878151213655,0.13286158388919267,1.0,-0.06157776047063697,0.06374930163481764,-0.058806140989801095,-0.06307428716932638,0.031299385808574214,0.1310004457186902,-0.0975128834326222,-0.07037285186513374,-0.2971358452668438,0.0806834171004267,-0.0023650865184695665,-0.03325478125625587,-0.15357503148025706,-0.12934119893068846,-0.10998937298467272,0.10409205381881065,0.11560560183935792,0.06617502155957186,0.07306509283478818,0.0032521636460861162,0.03949544008180565,-0.18391920152191044,-0.002447505942585265,0.055372544515565655,0.015517080994762305,0.014546748504588496,-0.052881319579349016,0.020421734341991182,0.2635450199319789,0.20437919995640635,0.14662289169655157,-0.09406901301566523,-0.18485763961634163,0.03622183322318042,0.16014889725480824,0.047222133575580263,0.03767007398934925,-0.0034382403140312888,0.05173924953382028,0.12481355449533185,-0.0781967477495587,-0.05266591388673281,-0.16414848188671802,-0.09721852772726179,-0.013850838265266341,-0.07460377336926395,0.16948267219152152,-0.01866015637611189,0.03340753185963671,0.10531876087301666,-0.006211576942695211,0.16369613872724442,0.06356493297478183,-0.046324309363025236,0.03189644966203275,0.1426545203965093,0.042224150483383696,0.024140509880722468,-0.12673754288628944,0.03033121506226867,0.0006078331607561651,0.034591578153454074,0.05039864620138787,0.005063344769360978,-0.004190092746481945,-0.0883435873601948,-0.05701136362429714,0.06757279950741676,-0.0044634675869202785,-0.017667636454980335,0.06306724579843521,0.17396486489192697,0.10031956676799494,0.042153474533727656,0.09111874961600709,-0.147797469173955,0.12336083293334789,0.028086846125167274,-0.14016294438799415,0.11712719196934306,0.024160937856408302,0.008908658459107112,0.09107134178045925,0.0482262447576969,0.005421506481555871,0.09846086279279423,0.07845901056582048,0.029900673130775886,-0.07445268229429233,-0.02157981287077721,0.10476237668648712,0.13632034294846018
-0.16780454268342793,-0.09749736465107647,0.07746904331279114,-0.034055549701682314,-0.09215377361677565,0.057327010181989956,-0.08736967869239251,-0.06157776047063697,1.0,-0.04605347692914771,0.08032904176828538,-0.010362071993641975,0.10910391345679941,0.03404263299340174,0.1562077500714757,-0.05605471993066447,-0.00572827589969812,0.07433612509768303,-0.09572895328559411,0.04628822417016116,-0.11531644829239483,0.14107356184989148,0.12654940749779883,0.0030241823526829365,0.01869270158897501,-0.02491643110775695,0.03504717620240614,-0.0038466332027827653,-0.05219886592329882,0.05783667418510294,0.05892001045633543,-0.10894502842821573,0.11989171759331202,0.028616426420368168,-0.009236117757522786,-0.0835087471296195,-0.024966257227733053,0.048648788878464994,-0.11790704428987912,0.04653206907671056,0.14884049985062056,-0.027444625929660623,-0.024565698602285344,0.060681528764175416,-0.046508149987809735,-0.12402560662872018,-0.06173899193625083,0.07828559803020779,-0.04580034836156952,0.038402090896958285,-0.09748052934363598,-0.00654826421406894,-0.08751850772180528,-0.1078090782722307,0.18003836033206175,-0.024463042427892188,-0.046030048048237536,0.07274409396144327,0.09725087986222311,0.02412834699668105,0.05210601550438772,-0.06054587428279079,-0.07580324333354527,-0.09693950735332262,0.011270233759037868,0.16109199998988705,-0.048437680451278047,-0.12881917491057115,-0.05573529289271931,-0.1373047865202981,0.09390773257340368,0.08152584178495623,-0.006263554561345673,-0.08221259238145241,0.07320934172718363,0.22542778573723554,-0.04387461499825832,0.17564282646423046,-0.09917962581716186,-0.0451539026822468,-0.0077241753348109505,-0.06661868613216869,-0.09176289950678079,0.10593008014647132,-0.08433154621793315,0.032780532128595476,0.08385653639703541,-0.12889931542252422,-0.1688582052974202,-0.06453448353975617,-0.024414975159798763,0.09637376176993924,-0.06755308349019977,-0.16213608693138098,-0.015627903812220404,0.0820764709482189,0.04754609240522095,0.12800621282386343,0.1273370418635062,0.09756700937430336
-0.005422514420143107,-0.034465114086890354,0.005636500606570491,-0.014565589188087518,-0.039255566414451715,-0.12347827869857364,-0.04527189722948136,0.06374930163481764,-0.04605347692914771,1.0,-0.09462646805491445,-0.06505012209851724,0.1307841100261344,0.05114672866569689,-0.00673531202103392,-0.10791367251112396,0.08514557126143499,0.18187704736297547,-0.11862592918979263,-0.057154904195722056,0.06680436956799435,-0.12777626561655062,-0.0451371265079962,0.10908707940847656,-0.0285017727735875,-0.007350505211690665,-0.1833940391070231,0.04753426695197539,-0.056532548255295696,0.11976230762645003,-0.02891880882856074,-0.12487682011636148,-0.2251419196694806,-0.05884117042776143,0.16585099719550847,-0.024520701741286576,0.06392016567570662,-0.07551629984269152,0.05354526797667948,-0.056922474007316246,0.0795308752555495,-0.07349830455168249,-0.017376749506370436,0.00045494299701948326,0.1408948411148456,-0.08347547036316888,0.1021023625649221,0.2730316994667818,0.011590490292537397,0.0721175883147267,0.047522687374854926,-0.2696646283596611,0.038259885098571,-0.05231301200719019,0.0988794027745941,0.011543014204993257,-0.06161869869164666,-0.16845000551327136,0.07000166374317031,-0.009613200070424946,-0.06809074174855577,-0.09813146228407113,-0.16757402257511542,-0.09803007013992228,-0.01340787464040845,-0.1222455886378635,0.1383057759481977,-0.09708409576734361,-0.14847890186859525,-0.03630064188016175,-0.03213403811789392,-0.17435769460786724,-0.03484443043073075,-0.11136791759639868,-0.04751218498952963,-0.03584255592117599,0.07400507205958629,0.02924280537037944,0.01669826356417408,-0.1674591437046425,-0.024435074763466184,0.27552731216929954,-0.03926634757271775,0.2193937041336885,-0.13147673841165483,0.022636478497024676,-0.18317831459838596,-0.18977882727154224,0.1754753037208206,0.18014445540485713,-0.07681609798082217,0.00600096893130339,-0.046443287183666034,0.08333108556417194,-0.052923117297665745,0.0036836873567310507,0.003012817895257802,0.024579987184698053,0.1010076884935251,0.0819246368086274
